CPU,RAM (GB),HDD (GB),Velikost displeje ("),Rozliseni displeje,Cena (Kc)
Intel I5-5500U:0.17,3:0.12,256 SSD:0.75,15.6:0.85,1600x900:0.28,31278
Intel I5-7200U:0.82,12:0.62,256 SSD:0.75,12:0.28,2880x1800:0.85,34030
Intel I5-7500U:0.88,24:0.87,320 SSD:0.87,14:0.71,1280x800:0.00,33778
Intel I5-6500U:0.52,24:0.87,240 SSD:0.62,10:0.00,2560x1440:0.71,35075
Intel I5-7200U:0.82,2:0.00,320 SSD:0.87,10:0.00,2880x1800:0.85,33500
Intel I3-5100U:0.00,16:0.75,128 SSD:0.50,12:0.28,1280x800:0.00,22656
Intel I5-6500U:0.52,16:0.75,320 HDD:0.00,15.6:0.85,1920x1080:0.57,34554
Intel I5-6500U:0.52,24:0.87,512 SSD:1.00,13:0.42,1280x800:0.00,37286
Intel I5-6500U:0.52,32:1.00,500 HDD:0.12,14:0.71,1680x1050:0.42,30798
Intel I5-6200U:0.47,3:0.12,128 SSD:0.50,12:0.28,1366x768:0.14,25900
Intel I5-6500U:0.52,6:0.37,1 000 HDD:0.37,13:0.42,1600x900:0.28,27056
Intel I5-7500U:0.88,16:0.75,500 HDD:0.12,10:0.00,1680x1050:0.42,29553
Intel I5-6200U:0.47,3:0.12,320 SSD:0.87,13.3:0.57,2560x1440:0.71,34811
Intel I7-7500U:1.00,24:0.87,240 SSD:0.62,13:0.42,1366x768:0.14,34712
Intel I7-5200U:0.23,2:0.00,1 000 HDD:0.37,17.3:1.00,3840x2160:1.00,40579
Intel I7-5500U:0.29,4:0.25,512 SSD:1.00,14:0.71,3840x2160:1.00,42193
Intel I3-5200U:0.05,2:0.00,750 HDD:0.25,17.3:1.00,1680x1050:0.42,27961
Intel I5-6500U:0.52,8:0.50,750 HDD:0.25,15.6:0.85,1366x768:0.14,27605
Intel I7-6500U:0.64,3:0.12,128 SSD:0.50,13:0.42,1600x900:0.28,26965
Intel I5-6500U:0.52,8:0.50,256 SSD:0.75,13.3:0.57,1280x800:0.00,29702
Intel I5-7200U:0.82,24:0.87,750 HDD:0.25,10:0.00,1680x1050:0.42,30057
Intel I7-7200U:0.94,16:0.75,1 000 HDD:0.37,14:0.71,1280x800:0.00,29957
Intel I3-5200U:0.05,12:0.62,240 SSD:0.62,10:0.00,1920x1080:0.57,27546
Intel I7-6200U:0.58,8:0.50,256 SSD:0.75,13.3:0.57,3840x2160:1.00,39078
Intel I3-5100U:0.00,3:0.12,320 HDD:0.00,15.6:0.85,2880x1800:0.85,31322
Intel I5-5500U:0.17,24:0.87,500 HDD:0.12,10:0.00,2560x1440:0.71,31188
Intel I5-7500U:0.88,16:0.75,1 000 HDD:0.37,11:0.14,3840x2160:1.00,36738
Intel I5-6200U:0.47,8:0.50,1 000 HDD:0.37,11:0.14,1280x800:0.00,24593
Intel I7-7500U:1.00,12:0.62,320 HDD:0.00,10:0.00,1366x768:0.14,26619
Intel I3-5200U:0.05,24:0.87,320 HDD:0.00,13.3:0.57,2560x1440:0.71,31191
Intel I7-5200U:0.23,16:0.75,256 SSD:0.75,15.6:0.85,1680x1050:0.42,35155
Intel I5-6500U:0.52,24:0.87,750 HDD:0.25,14:0.71,1280x800:0.00,31194
Intel I5-6200U:0.47,12:0.62,500 HDD:0.12,11:0.14,1680x1050:0.42,27936
Intel I7-7200U:0.94,12:0.62,750 HDD:0.25,17.3:1.00,1920x1080:0.57,37901
Intel I7-7200U:0.94,3:0.12,320 HDD:0.00,10:0.00,1600x900:0.28,26032
Intel I5-7500U:0.88,12:0.62,256 SSD:0.75,13:0.42,3840x2160:1.00,39214
Intel I5-6200U:0.47,2:0.00,128 SSD:0.50,17.3:1.00,2560x1440:0.71,32279
Intel I7-7200U:0.94,2:0.00,128 SSD:0.50,12:0.28,3840x2160:1.00,35877
Intel I7-5500U:0.29,32:1.00,240 SSD:0.62,13.3:0.57,2560x1440:0.71,37316
Intel I7-7200U:0.94,3:0.12,512 SSD:1.00,13:0.42,1680x1050:0.42,34060
Intel I7-7200U:0.94,6:0.37,1 000 HDD:0.37,10:0.00,2880x1800:0.85,33803
Intel I5-6200U:0.47,16:0.75,750 HDD:0.25,13:0.42,1600x900:0.28,27808
Intel I3-5100U:0.00,4:0.25,750 HDD:0.25,10:0.00,2560x1440:0.71,25753
Intel I5-5500U:0.17,6:0.37,320 HDD:0.00,12:0.28,2880x1800:0.85,30703
Intel I7-5200U:0.23,8:0.50,750 HDD:0.25,10:0.00,2560x1440:0.71,27940
Intel I5-6200U:0.47,16:0.75,750 HDD:0.25,11:0.14,2880x1800:0.85,33036
Intel I3-6100U:0.35,16:0.75,1 000 HDD:0.37,10:0.00,1920x1080:0.57,26900
Intel I5-5200U:0.11,32:1.00,500 HDD:0.12,11:0.14,1280x800:0.00,26686
Intel I5-7200U:0.82,12:0.62,750 HDD:0.25,14:0.71,1600x900:0.28,29208
Intel I7-7500U:1.00,24:0.87,1 000 HDD:0.37,14:0.71,2560x1440:0.71,39188
Intel I7-6200U:0.58,16:0.75,240 SSD:0.62,12:0.28,2880x1800:0.85,36189
Intel I3-5100U:0.00,24:0.87,500 HDD:0.12,12:0.28,3840x2160:1.00,33822
Intel I7-6500U:0.64,8:0.50,256 SSD:0.75,13:0.42,3840x2160:1.00,40779
Intel I3-5100U:0.00,3:0.12,1 000 HDD:0.37,13:0.42,1366x768:0.14,21467
Intel I5-6200U:0.47,8:0.50,1 000 HDD:0.37,13:0.42,1366x768:0.14,26269
Intel I5-5200U:0.11,6:0.37,320 SSD:0.87,15.6:0.85,2560x1440:0.71,36542
Intel I7-6500U:0.64,12:0.62,128 SSD:0.50,13.3:0.57,1280x800:0.00,27719
Intel I7-7500U:1.00,24:0.87,750 HDD:0.25,12:0.28,1366x768:0.14,31511
Intel I3-7100U:0.70,2:0.00,512 SSD:1.00,12:0.28,1680x1050:0.42,33638
Intel I7-6500U:0.64,4:0.25,320 SSD:0.87,11:0.14,2560x1440:0.71,33089
Intel I5-5200U:0.11,12:0.62,128 SSD:0.50,14:0.71,1366x768:0.14,29506
Intel I5-7200U:0.82,3:0.12,750 HDD:0.25,12:0.28,1600x900:0.28,23635
Intel I3-7200U:0.76,32:1.00,256 SSD:0.75,12:0.28,1920x1080:0.57,35775
Intel I5-5200U:0.11,32:1.00,256 SSD:0.75,12:0.28,1920x1080:0.57,31472
Intel I7-5200U:0.23,12:0.62,512 SSD:1.00,13:0.42,2560x1440:0.71,37203
Intel I3-7100U:0.70,2:0.00,240 SSD:0.62,10:0.00,1680x1050:0.42,27004
Intel I3-7200U:0.76,4:0.25,256 SSD:0.75,11:0.14,2560x1440:0.71,31028
Intel I3-7100U:0.70,4:0.25,256 SSD:0.75,14:0.71,1680x1050:0.42,26858
Intel I5-7500U:0.88,24:0.87,256 SSD:0.75,11:0.14,2560x1440:0.71,34996
Intel I5-6500U:0.52,3:0.12,240 SSD:0.62,13:0.42,2560x1440:0.71,30507
Intel I7-6200U:0.58,8:0.50,320 HDD:0.00,13.3:0.57,1366x768:0.14,28622
Intel I3-5100U:0.00,12:0.62,256 SSD:0.75,12:0.28,1920x1080:0.57,28290
Intel I7-6200U:0.58,8:0.50,320 SSD:0.87,13.3:0.57,1600x900:0.28,35037
Intel I5-7200U:0.82,2:0.00,512 SSD:1.00,13:0.42,2880x1800:0.85,35535
Intel I3-7100U:0.70,6:0.37,128 SSD:0.50,11:0.14,1680x1050:0.42,25978
Intel I5-7500U:0.88,4:0.25,512 SSD:1.00,13.3:0.57,1600x900:0.28,33924
Intel I7-6500U:0.64,8:0.50,128 SSD:0.50,15.6:0.85,1920x1080:0.57,35740
Intel I3-7200U:0.76,3:0.12,512 SSD:1.00,14:0.71,3840x2160:1.00,43357
Intel I3-7100U:0.70,6:0.37,750 HDD:0.25,17.3:1.00,1366x768:0.14,30512
Intel I3-7200U:0.76,12:0.62,256 SSD:0.75,11:0.14,2880x1800:0.85,35073
Intel I5-5200U:0.11,32:1.00,512 SSD:1.00,11:0.14,2560x1440:0.71,42362
Intel I5-6200U:0.47,12:0.62,256 SSD:0.75,11:0.14,1680x1050:0.42,31441
Intel I3-6200U:0.41,24:0.87,240 SSD:0.62,11:0.14,1600x900:0.28,31952
Intel I7-7500U:1.00,2:0.00,1 000 HDD:0.37,15.6:0.85,2560x1440:0.71,32934
Intel I7-5200U:0.23,6:0.37,500 HDD:0.12,15.6:0.85,2560x1440:0.71,32746
Intel I3-6100U:0.35,6:0.37,500 HDD:0.12,13:0.42,3840x2160:1.00,28328
Intel I3-6200U:0.41,3:0.12,512 SSD:1.00,15.6:0.85,2560x1440:0.71,37023
Intel I5-6500U:0.52,3:0.12,500 HDD:0.12,17.3:1.00,1366x768:0.14,29832
Intel I5-7200U:0.82,8:0.50,320 SSD:0.87,10:0.00,1280x800:0.00,28653
Intel I3-7100U:0.70,16:0.75,500 HDD:0.12,15.6:0.85,1366x768:0.14,26962
Intel I5-7500U:0.88,4:0.25,1 000 HDD:0.37,15.6:0.85,1680x1050:0.42,29797
Intel I7-6500U:0.64,8:0.50,240 SSD:0.62,10:0.00,1920x1080:0.57,33020
Intel I3-7200U:0.76,12:0.62,320 SSD:0.87,12:0.28,1280x800:0.00,29199
Intel I5-5500U:0.17,12:0.62,240 SSD:0.62,12:0.28,1366x768:0.14,29399
Intel I5-7500U:0.88,16:0.75,240 SSD:0.62,11:0.14,3840x2160:1.00,37793
Intel I5-6200U:0.47,24:0.87,750 HDD:0.25,14:0.71,3840x2160:1.00,35679
Intel I7-5500U:0.29,12:0.62,750 HDD:0.25,11:0.14,1366x768:0.14,29248
Intel I5-7200U:0.82,2:0.00,128 SSD:0.50,13:0.42,2880x1800:0.85,29328
Intel I3-7200U:0.76,8:0.50,512 SSD:1.00,11:0.14,1680x1050:0.42,33519
Intel I7-7200U:0.94,3:0.12,320 SSD:0.87,14:0.71,1920x1080:0.57,34668
Intel I3-7100U:0.70,16:0.75,240 SSD:0.62,17.3:1.00,1366x768:0.14,32010
Intel I5-7200U:0.82,2:0.00,1 000 HDD:0.37,13.3:0.57,1920x1080:0.57,28357
Intel I3-7200U:0.76,6:0.37,512 SSD:1.00,13:0.42,2880x1800:0.85,38762
Intel I7-6500U:0.64,2:0.00,128 SSD:0.50,14:0.71,1366x768:0.14,29108
Intel I5-6500U:0.52,16:0.75,320 SSD:0.87,13:0.42,1280x800:0.00,29226
Intel I3-7200U:0.76,4:0.25,320 HDD:0.00,13:0.42,1600x900:0.28,23171
Intel I3-6200U:0.41,2:0.00,128 SSD:0.50,13.3:0.57,2560x1440:0.71,25589
Intel I7-7500U:1.00,32:1.00,128 SSD:0.50,13:0.42,3840x2160:1.00,38754
Intel I7-5200U:0.23,24:0.87,320 SSD:0.87,13:0.42,1680x1050:0.42,33089
Intel I5-7500U:0.88,16:0.75,500 HDD:0.12,15.6:0.85,1600x900:0.28,29415
Intel I3-6200U:0.41,16:0.75,320 HDD:0.00,10:0.00,1366x768:0.14,26567
Intel I5-5200U:0.11,3:0.12,128 SSD:0.50,12:0.28,1280x800:0.00,25110
Intel I7-5500U:0.29,32:1.00,320 SSD:0.87,12:0.28,1366x768:0.14,37775
Intel I5-6500U:0.52,24:0.87,750 HDD:0.25,17.3:1.00,1600x900:0.28,32567
Intel I5-5500U:0.17,4:0.25,750 HDD:0.25,11:0.14,1680x1050:0.42,25261
Intel I5-5200U:0.11,4:0.25,750 HDD:0.25,12:0.28,1280x800:0.00,24395
Intel I7-5200U:0.23,24:0.87,320 HDD:0.00,13:0.42,3840x2160:1.00,38074
Intel I3-6100U:0.35,16:0.75,320 SSD:0.87,12:0.28,2880x1800:0.85,32964
Intel I3-6100U:0.35,8:0.50,320 HDD:0.00,11:0.14,1600x900:0.28,22115
Intel I3-7100U:0.70,3:0.12,512 SSD:1.00,14:0.71,3840x2160:1.00,39233
Intel I7-7500U:1.00,16:0.75,256 SSD:0.75,13:0.42,1600x900:0.28,32447
Intel I7-5500U:0.29,2:0.00,1 000 HDD:0.37,13.3:0.57,1680x1050:0.42,28723
Intel I5-7200U:0.82,3:0.12,500 HDD:0.12,11:0.14,1600x900:0.28,25761
Intel I3-7100U:0.70,32:1.00,320 HDD:0.00,15.6:0.85,1600x900:0.28,31743
Intel I5-6200U:0.47,24:0.87,320 HDD:0.00,13.3:0.57,3840x2160:1.00,36496
Intel I5-5200U:0.11,32:1.00,500 HDD:0.12,10:0.00,1280x800:0.00,28439
Intel I7-6200U:0.58,8:0.50,240 SSD:0.62,11:0.14,2880x1800:0.85,36302
Intel I7-7500U:1.00,4:0.25,320 HDD:0.00,11:0.14,3840x2160:1.00,36854
Intel I5-5500U:0.17,8:0.50,128 SSD:0.50,13.3:0.57,1366x768:0.14,27560
Intel I3-5100U:0.00,12:0.62,256 SSD:0.75,14:0.71,1280x800:0.00,28882
Intel I3-7200U:0.76,6:0.37,128 SSD:0.50,10:0.00,1600x900:0.28,27094
Intel I5-6200U:0.47,4:0.25,256 SSD:0.75,10:0.00,1600x900:0.28,25965
Intel I3-5200U:0.05,4:0.25,240 SSD:0.62,17.3:1.00,3840x2160:1.00,34840
Intel I7-5200U:0.23,8:0.50,750 HDD:0.25,12:0.28,1366x768:0.14,27274
Intel I5-7200U:0.82,12:0.62,500 HDD:0.12,13.3:0.57,1920x1080:0.57,29049
Intel I5-6200U:0.47,24:0.87,256 SSD:0.75,13.3:0.57,1280x800:0.00,30728
Intel I7-5500U:0.29,32:1.00,320 SSD:0.87,13:0.42,1280x800:0.00,34973
Intel I5-5500U:0.17,2:0.00,750 HDD:0.25,14:0.71,1600x900:0.28,28313
Intel I7-6200U:0.58,12:0.62,240 SSD:0.62,17.3:1.00,1366x768:0.14,34802
Intel I7-7200U:0.94,32:1.00,1 000 HDD:0.37,13.3:0.57,1280x800:0.00,31727
Intel I7-6500U:0.64,12:0.62,1 000 HDD:0.37,11:0.14,1680x1050:0.42,31829
Intel I5-5500U:0.17,3:0.12,750 HDD:0.25,15.6:0.85,1366x768:0.14,29169
Intel I3-5200U:0.05,4:0.25,500 HDD:0.12,17.3:1.00,3840x2160:1.00,37502
Intel I5-7200U:0.82,24:0.87,320 SSD:0.87,12:0.28,3840x2160:1.00,38112
Intel I7-5500U:0.29,12:0.62,256 SSD:0.75,13.3:0.57,1680x1050:0.42,31288
Intel I7-5200U:0.23,24:0.87,750 HDD:0.25,17.3:1.00,2880x1800:0.85,41481
Intel I5-6200U:0.47,16:0.75,512 SSD:1.00,11:0.14,3840x2160:1.00,44137
Intel I7-7200U:0.94,16:0.75,320 HDD:0.00,15.6:0.85,1366x768:0.14,31662
Intel I7-7500U:1.00,4:0.25,1 000 HDD:0.37,13:0.42,2560x1440:0.71,32848
Intel I7-5500U:0.29,24:0.87,256 SSD:0.75,15.6:0.85,2560x1440:0.71,37964
Intel I3-6100U:0.35,16:0.75,256 SSD:0.75,14:0.71,2880x1800:0.85,31641
Intel I7-7200U:0.94,32:1.00,256 SSD:0.75,15.6:0.85,1680x1050:0.42,38381
Intel I5-7200U:0.82,12:0.62,320 HDD:0.00,11:0.14,1280x800:0.00,25418
Intel I7-6200U:0.58,4:0.25,320 HDD:0.00,13:0.42,2560x1440:0.71,26855
Intel I7-5500U:0.29,6:0.37,256 SSD:0.75,12:0.28,1600x900:0.28,31259
Intel I7-6500U:0.64,3:0.12,256 SSD:0.75,13.3:0.57,2880x1800:0.85,34385
Intel I7-7200U:0.94,8:0.50,256 SSD:0.75,10:0.00,1600x900:0.28,31431
Intel I5-7200U:0.82,16:0.75,512 SSD:1.00,15.6:0.85,1600x900:0.28,42075
Intel I5-6500U:0.52,4:0.25,1 000 HDD:0.37,13.3:0.57,1280x800:0.00,24179
Intel I3-6200U:0.41,6:0.37,750 HDD:0.25,12:0.28,2880x1800:0.85,31302
Intel I7-6500U:0.64,16:0.75,128 SSD:0.50,13.3:0.57,3840x2160:1.00,35432
Intel I7-5500U:0.29,6:0.37,256 SSD:0.75,13.3:0.57,1600x900:0.28,31744
Intel I7-5500U:0.29,2:0.00,500 HDD:0.12,10:0.00,2880x1800:0.85,29895
Intel I3-7100U:0.70,3:0.12,240 SSD:0.62,15.6:0.85,1600x900:0.28,29564
Intel I7-5500U:0.29,24:0.87,128 SSD:0.50,13.3:0.57,1680x1050:0.42,34790
Intel I3-5100U:0.00,3:0.12,240 SSD:0.62,13.3:0.57,1680x1050:0.42,27921
Intel I3-7200U:0.76,8:0.50,500 HDD:0.12,15.6:0.85,1600x900:0.28,26692
Intel I7-5500U:0.29,3:0.12,240 SSD:0.62,12:0.28,1920x1080:0.57,33013
Intel I7-7200U:0.94,12:0.62,512 SSD:1.00,17.3:1.00,1366x768:0.14,38811
Intel I7-5200U:0.23,8:0.50,750 HDD:0.25,14:0.71,1366x768:0.14,27513
Intel I5-7500U:0.88,32:1.00,500 HDD:0.12,14:0.71,2560x1440:0.71,36402
Intel I3-7100U:0.70,6:0.37,128 SSD:0.50,10:0.00,1600x900:0.28,22989
Intel I7-7500U:1.00,16:0.75,512 SSD:1.00,11:0.14,1920x1080:0.57,39515
Intel I5-5200U:0.11,2:0.00,256 SSD:0.75,13.3:0.57,1600x900:0.28,28574
Intel I5-7200U:0.82,16:0.75,500 HDD:0.12,11:0.14,3840x2160:1.00,31799
Intel I7-5500U:0.29,4:0.25,256 SSD:0.75,14:0.71,1920x1080:0.57,31807
Intel I7-5500U:0.29,8:0.50,240 SSD:0.62,13.3:0.57,2880x1800:0.85,34018
Intel I7-7500U:1.00,12:0.62,750 HDD:0.25,12:0.28,1366x768:0.14,31155
Intel I7-7500U:1.00,3:0.12,1 000 HDD:0.37,15.6:0.85,2560x1440:0.71,32329
Intel I5-6500U:0.52,6:0.37,320 HDD:0.00,13.3:0.57,1280x800:0.00,24541
Intel I3-6100U:0.35,4:0.25,1 000 HDD:0.37,11:0.14,1280x800:0.00,21392
Intel I7-6500U:0.64,8:0.50,512 SSD:1.00,15.6:0.85,2880x1800:0.85,44210
Intel I7-5200U:0.23,2:0.00,320 HDD:0.00,17.3:1.00,1366x768:0.14,30060
Intel I3-6200U:0.41,8:0.50,320 SSD:0.87,14:0.71,2880x1800:0.85,33888
Intel I7-6500U:0.64,6:0.37,256 SSD:0.75,13:0.42,1366x768:0.14,30837
Intel I5-5500U:0.17,16:0.75,1 000 HDD:0.37,12:0.28,1920x1080:0.57,30994
Intel I3-5200U:0.05,32:1.00,750 HDD:0.25,15.6:0.85,1280x800:0.00,30896
Intel I7-5200U:0.23,3:0.12,1 000 HDD:0.37,14:0.71,1600x900:0.28,27494
Intel I7-7500U:1.00,4:0.25,1 000 HDD:0.37,15.6:0.85,1280x800:0.00,31519
Intel I3-5100U:0.00,3:0.12,500 HDD:0.12,11:0.14,2880x1800:0.85,25205
Intel I5-7200U:0.82,12:0.62,512 SSD:1.00,15.6:0.85,1920x1080:0.57,43587
Intel I5-7500U:0.88,4:0.25,512 SSD:1.00,12:0.28,1280x800:0.00,32754
Intel I7-6500U:0.64,4:0.25,1 000 HDD:0.37,13:0.42,1680x1050:0.42,27777
Intel I7-5200U:0.23,6:0.37,320 HDD:0.00,14:0.71,2880x1800:0.85,34664
Intel I5-5500U:0.17,12:0.62,320 HDD:0.00,12:0.28,1680x1050:0.42,26968
Intel I5-7200U:0.82,6:0.37,240 SSD:0.62,12:0.28,1280x800:0.00,28700
Intel I5-5500U:0.17,12:0.62,240 SSD:0.62,11:0.14,1600x900:0.28,27430
Intel I3-6100U:0.35,12:0.62,256 SSD:0.75,15.6:0.85,1366x768:0.14,32090
Intel I7-7500U:1.00,4:0.25,1 000 HDD:0.37,13.3:0.57,1680x1050:0.42,31553
Intel I3-6100U:0.35,2:0.00,240 SSD:0.62,10:0.00,1600x900:0.28,25570
Intel I7-7200U:0.94,24:0.87,240 SSD:0.62,15.6:0.85,2560x1440:0.71,40336
Intel I3-6100U:0.35,4:0.25,500 HDD:0.12,11:0.14,3840x2160:1.00,29720
Intel I5-7200U:0.82,24:0.87,320 SSD:0.87,14:0.71,1280x800:0.00,36232
Intel I7-5200U:0.23,12:0.62,512 SSD:1.00,10:0.00,3840x2160:1.00,44650
Intel I3-6100U:0.35,3:0.12,320 SSD:0.87,12:0.28,1920x1080:0.57,30403
Intel I7-5200U:0.23,4:0.25,240 SSD:0.62,10:0.00,1920x1080:0.57,29317
Intel I5-5500U:0.17,24:0.87,750 HDD:0.25,15.6:0.85,1680x1050:0.42,34511
Intel I3-7200U:0.76,8:0.50,1 000 HDD:0.37,15.6:0.85,2560x1440:0.71,34445
Intel I5-7500U:0.88,2:0.00,240 SSD:0.62,12:0.28,3840x2160:1.00,35134
Intel I7-6200U:0.58,3:0.12,256 SSD:0.75,12:0.28,2880x1800:0.85,34110
Intel I3-6100U:0.35,8:0.50,240 SSD:0.62,11:0.14,1600x900:0.28,26407
Intel I3-7100U:0.70,12:0.62,128 SSD:0.50,12:0.28,1920x1080:0.57,26120
Intel I5-6500U:0.52,3:0.12,512 SSD:1.00,12:0.28,2880x1800:0.85,36323
Intel I7-7500U:1.00,16:0.75,1 000 HDD:0.37,17.3:1.00,1600x900:0.28,34186
Intel I5-6500U:0.52,8:0.50,750 HDD:0.25,13:0.42,1680x1050:0.42,27787
Intel I3-6200U:0.41,16:0.75,256 SSD:0.75,11:0.14,1920x1080:0.57,32493
Intel I3-6200U:0.41,24:0.87,128 SSD:0.50,10:0.00,2560x1440:0.71,32639
Intel I5-7200U:0.82,2:0.00,512 SSD:1.00,17.3:1.00,1920x1080:0.57,41970
Intel I5-7200U:0.82,24:0.87,256 SSD:0.75,10:0.00,1600x900:0.28,33061
Intel I7-7500U:1.00,32:1.00,320 HDD:0.00,12:0.28,2560x1440:0.71,36973
Intel I7-7500U:1.00,4:0.25,320 SSD:0.87,17.3:1.00,1600x900:0.28,35564
Intel I5-5500U:0.17,24:0.87,512 SSD:1.00,11:0.14,2880x1800:0.85,39559
Intel I7-5500U:0.29,8:0.50,500 HDD:0.12,12:0.28,2560x1440:0.71,30933
Intel I5-5200U:0.11,2:0.00,240 SSD:0.62,15.6:0.85,1366x768:0.14,27934
Intel I7-5200U:0.23,16:0.75,500 HDD:0.12,17.3:1.00,3840x2160:1.00,39987
Intel I5-7200U:0.82,3:0.12,128 SSD:0.50,11:0.14,2880x1800:0.85,28328
Intel I5-5500U:0.17,32:1.00,750 HDD:0.25,13:0.42,1280x800:0.00,27722
Intel I3-7200U:0.76,2:0.00,240 SSD:0.62,13.3:0.57,3840x2160:1.00,31359
Intel I5-5200U:0.11,8:0.50,512 SSD:1.00,12:0.28,1600x900:0.28,34166
Intel I3-6200U:0.41,8:0.50,320 HDD:0.00,12:0.28,1920x1080:0.57,25879
Intel I7-6500U:0.64,6:0.37,1 000 HDD:0.37,10:0.00,1920x1080:0.57,29394
Intel I7-6200U:0.58,16:0.75,320 SSD:0.87,12:0.28,1280x800:0.00,33009
Intel I5-5200U:0.11,3:0.12,320 HDD:0.00,13.3:0.57,1280x800:0.00,21969
Intel I7-5200U:0.23,12:0.62,256 SSD:0.75,11:0.14,1920x1080:0.57,33899
Intel I5-7500U:0.88,12:0.62,750 HDD:0.25,17.3:1.00,1920x1080:0.57,35483
Intel I7-7200U:0.94,8:0.50,750 HDD:0.25,10:0.00,1600x900:0.28,28869
Intel I3-5100U:0.00,32:1.00,320 HDD:0.00,13:0.42,1680x1050:0.42,28340
Intel I5-7200U:0.82,6:0.37,512 SSD:1.00,12:0.28,1920x1080:0.57,35962
Intel I7-7200U:0.94,4:0.25,240 SSD:0.62,12:0.28,3840x2160:1.00,37900
Intel I3-5200U:0.05,24:0.87,320 HDD:0.00,10:0.00,3840x2160:1.00,31669
Intel I5-5200U:0.11,32:1.00,240 SSD:0.62,15.6:0.85,1680x1050:0.42,34625
Intel I7-7200U:0.94,24:0.87,500 HDD:0.12,13:0.42,1280x800:0.00,27538
Intel I7-5200U:0.23,16:0.75,1 000 HDD:0.37,11:0.14,3840x2160:1.00,33369
Intel I3-7100U:0.70,32:1.00,1 000 HDD:0.37,14:0.71,1600x900:0.28,28842
Intel I7-6500U:0.64,6:0.37,1 000 HDD:0.37,15.6:0.85,1366x768:0.14,33076
Intel I7-6200U:0.58,8:0.50,256 SSD:0.75,13.3:0.57,2560x1440:0.71,32207
Intel I5-7500U:0.88,4:0.25,1 000 HDD:0.37,17.3:1.00,1600x900:0.28,33181
Intel I7-7200U:0.94,3:0.12,750 HDD:0.25,11:0.14,1280x800:0.00,24010
Intel I3-5200U:0.05,8:0.50,750 HDD:0.25,10:0.00,1920x1080:0.57,27751
Intel I5-6500U:0.52,12:0.62,240 SSD:0.62,13:0.42,1920x1080:0.57,31625
Intel I7-7500U:1.00,12:0.62,500 HDD:0.12,12:0.28,1280x800:0.00,30008
Intel I7-7200U:0.94,32:1.00,512 SSD:1.00,10:0.00,1366x768:0.14,40565
Intel I3-7200U:0.76,6:0.37,256 SSD:0.75,12:0.28,1680x1050:0.42,27890
Intel I5-7200U:0.82,4:0.25,500 HDD:0.12,14:0.71,1280x800:0.00,26134
Intel I3-5200U:0.05,16:0.75,512 SSD:1.00,14:0.71,2560x1440:0.71,38990
Intel I3-5200U:0.05,16:0.75,320 SSD:0.87,11:0.14,1920x1080:0.57,30191
Intel I5-5200U:0.11,32:1.00,240 SSD:0.62,15.6:0.85,3840x2160:1.00,39035
Intel I5-7500U:0.88,2:0.00,750 HDD:0.25,17.3:1.00,1280x800:0.00,28003
Intel I5-6200U:0.47,24:0.87,240 SSD:0.62,17.3:1.00,1600x900:0.28,36409
Intel I5-5500U:0.17,6:0.37,256 SSD:0.75,14:0.71,1280x800:0.00,28503
Intel I7-5200U:0.23,24:0.87,750 HDD:0.25,13.3:0.57,2560x1440:0.71,35111
Intel I5-6500U:0.52,3:0.12,512 SSD:1.00,13:0.42,3840x2160:1.00,42564
Intel I3-7200U:0.76,12:0.62,1 000 HDD:0.37,11:0.14,1600x900:0.28,28181
Intel I7-7200U:0.94,12:0.62,750 HDD:0.25,10:0.00,2880x1800:0.85,33983
Intel I7-5200U:0.23,24:0.87,320 HDD:0.00,12:0.28,1600x900:0.28,31337
Intel I7-5500U:0.29,4:0.25,128 SSD:0.50,13:0.42,2560x1440:0.71,30585
Intel I3-6100U:0.35,4:0.25,128 SSD:0.50,17.3:1.00,1920x1080:0.57,32928
Intel I3-6100U:0.35,3:0.12,320 SSD:0.87,10:0.00,1680x1050:0.42,29693
Intel I5-7200U:0.82,4:0.25,256 SSD:0.75,13.3:0.57,1680x1050:0.42,29502
Intel I5-5500U:0.17,32:1.00,320 SSD:0.87,13.3:0.57,2560x1440:0.71,38319
Intel I7-7200U:0.94,8:0.50,256 SSD:0.75,13.3:0.57,1600x900:0.28,32876
Intel I5-5500U:0.17,8:0.50,320 HDD:0.00,13:0.42,1920x1080:0.57,25907
Intel I7-7500U:1.00,6:0.37,256 SSD:0.75,14:0.71,1280x800:0.00,31975
Intel I3-5100U:0.00,24:0.87,1 000 HDD:0.37,15.6:0.85,1366x768:0.14,30254
Intel I5-7500U:0.88,12:0.62,240 SSD:0.62,15.6:0.85,1920x1080:0.57,36602
Intel I7-7200U:0.94,12:0.62,256 SSD:0.75,12:0.28,1680x1050:0.42,32339
Intel I5-5200U:0.11,24:0.87,320 HDD:0.00,13:0.42,1600x900:0.28,28776
Intel I3-6200U:0.41,8:0.50,320 HDD:0.00,14:0.71,1680x1050:0.42,26010
Intel I3-7100U:0.70,24:0.87,512 SSD:1.00,13:0.42,1680x1050:0.42,36095
Intel I7-6500U:0.64,32:1.00,256 SSD:0.75,15.6:0.85,1366x768:0.14,35159
Intel I5-6500U:0.52,32:1.00,320 HDD:0.00,17.3:1.00,1920x1080:0.57,35019
